who	Newbie	Age	Gender	Household Income	Sexual Preference	Country	Education Attainment	Major Occupation	Marital Status	Years on Internet
id82455	0	38	Male	$50-74	Heterosexual	Massachusetts	College	Computer	Married	4-6 yr
id86636	0	32	Male	$50-74	Heterosexual	Louisiana	Special	Computer	Married	1-3 yr
id87608	0	36	Male	$75-99	Heterosexual	Washington D.C.	College	Computer	Married	4-6 yr
id78458	0	27	Male	Over $100	Gay male	California	College	Management	Single	1-3 yr
id82170	0	22	Male	$50-74	Heterosexual	California	College	Computer	Single	4-6 yr
id82481	0	37	Male	$30-39	Heterosexual	Oregon	Some College	Computer	Single	1-3 yr
id88849	0	59	Male	NA	Heterosexual	New York	College	Computer	Married	4-6 yr
id76696	0	37	Male	$40-49	Heterosexual	Texas	Doctoral	Education	Married	4-6 yr
id81855	0	18	Female	NA	Heterosexual	New York	High School	Education	Single	1-3 yr
id81856	1	34	Male	$20-29	Heterosexual	Israel	College	Computer	Married	6-12 mo
id84259	1	30	Female	$10-19	Heterosexual	Nebraska	College	Other	Single	Under 6 mo
id72057	0	44	Male	$20-29	Heterosexual	Pennsylvania	High School	Other	Married	1-3 yr
id73057	0	45	Male	$50-74	Heterosexual	Florida	Some College	Other	Other	1-3 yr
id37774	0	25	Male	$20-29	Heterosexual	Nevada	Masters	Professional	Single	4-6 yr
id76695	0	26	Male	$30-39	Heterosexual	California	High School	Computer	Married	1-3 yr
id47368	0	26	Male	Over $100	Heterosexual	Canada & Mexico	College	Computer	Other	4-6 yr
id81468	0	25	Female	$75-99	Heterosexual	Washington D.C.	College	Computer	Other	1-3 yr
id82396	0	31	Male	Over $100	Heterosexual	California	Some College	Computer	Married	1-3 yr
id82568	1	41	Female	$30-39	Heterosexual	Virginia	College	Computer	Single	Under 6 mo
id5069	1	34	Male	$30-39	Heterosexual	Oregon	Special	Other	Married	Under 6 mo
id82591	1	18	Female	NA	Bisexual	Illinois	Some College	Education	Single	6-12 mo
id74029	0	29	Male	$20-29	Gay male	Washington	College	Computer	Single	1-3 yr
id82604	0	45	Male	$40-49	Heterosexual	Australia	Professional	Professional	Single	1-3 yr
id82647	0	34	Male	$75-99	Heterosexual	Indiana	Professional	Professional	Married	4-6 yr
id82489	0	39	Male	NA	Heterosexual	Belize	Doctoral	Management	Married	1-3 yr
id82643	1	21	Male	NA	NA	Philippines	Special	Computer	Single	Under 6 mo
id82650	1	41	Female	$20-29	Heterosexual	Louisiana	High School	Other	Divorced	6-12 mo
id82658	1	28	Female	$30-39	Heterosexual	Utah	High School	Management	Married	Under 6 mo
id86278	0	29	Female	$40-49	Heterosexual	Iowa	Doctoral	Education	Married	1-3 yr
id82678	0	51	Female	$10-19	Heterosexual	Ohio	Masters	Education	Divorced	1-3 yr
id82697	0	30	Male	$75-99	Heterosexual	Massachusetts	Masters	Computer	Married	4-6 yr
id82722	0	16	Male	Over $100	Gay male	Iceland	High School	Education	Single	4-6 yr
id89136	0	24	Male	$30-39	Heterosexual	Ontario	College	Computer	Single	4-6 yr
id78462	0	NA	Female	NA	Heterosexual	Pennsylvania	Other	Education	NA	4-6 yr
id82498	1	37	Male	$30-39	Heterosexual	South Carolina	Some College	Other	Married	6-12 mo
id75006	1	40	Male	Over $100	Heterosexual	New Jersey	Professional	Professional	Married	Under 6 mo
id82507	0	22	Female	$30-39	Heterosexual	Kansas	College	Education	Other	1-3 yr
id81607	0	48	Male	$30-39	Heterosexual	Alabama	Masters	Education	Divorced	1-3 yr
id81933	1	28	Male	$20-29	NA	Pennsylvania	Special	Professional	Divorced	Under 6 mo
id82514	0	19	Male	$40-49	Heterosexual	Texas	High School	Education	Single	1-3 yr
id82518	0	22	Male	Over $100	Heterosexual	Alberta	College	Computer	Single	4-6 yr
id84287	0	31	Female	$75-99	Heterosexual	Texas	College	Professional	Single	1-3 yr
id90148	1	23	Female	$50-74	Heterosexual	United Kingdom	Some College	Other	Single	6-12 mo
id75711	0	22	Female	$50-74	Heterosexual	Washington	Some College	Professional	Married	1-3 yr
id64555	0	26	Male	NA	Heterosexual	Belgium	High School	Other	Single	1-3 yr
id82759	1	36	Female	NA	Heterosexual	New Hampshire	Some College	Computer	Married	Under 6 mo
id75352	0	59	Male	$40-49	Heterosexual	North Carolina	College	Professional	Married	1-3 yr
id44123	0	26	Male	$10-19	Heterosexual	California	Masters	Education	Single	1-3 yr
id79023	0	22	Female	NA	Heterosexual	Missouri	College	Education	Single	1-3 yr
id84183	1	59	Male	Over $100	Heterosexual	Texas	College	Computer	Married	6-12 mo
id79728	0	21	Male	Under $10	Heterosexual	Virginia	High School	Education	Single	1-3 yr
id86692	0	48	Male	$50-74	Heterosexual	Minnesota	College	Other	Other	1-3 yr
id90172	1	20	Female	Under $10	Heterosexual	Australia	High School	Other	Single	6-12 mo
id75740	0	21	Male	NA	Heterosexual	Michigan	Some College	Computer	Single	1-3 yr
id78829	0	19	Female	$30-39	Heterosexual	Indiana	Some College	Education	Single	1-3 yr
id78830	1	59	Male	$40-49	Heterosexual	Puerto Rico	Professional	Professional	Married	Under 6 mo
id82770	1	56	Male	$75-99	Heterosexual	Michigan	College	Education	Married	Under 6 mo
id82788	0	23	Female	$40-49	Heterosexual	California	College	Computer	Single	Over 7 yr
id83304	0	24	Male	$20-29	Heterosexual	Pennsylvania	Some College	Computer	Single	4-6 yr
id78832	0	21	Female	$40-49	Lesbian	Virginia	College	Computer	Other	Over 7 yr
id79024	0	27	Male	Over $100	Heterosexual	New Jersey	Some College	Computer	Single	Over 7 yr
id82803	0	40	Female	Over $100	Heterosexual	Virginia	Masters	Professional	Married	1-3 yr
id48472	0	29	Male	$10-19	Heterosexual	New Mexico	College	Education	Single	4-6 yr
id78833	0	68	Female	NA	Heterosexual	Georgia	Other	Other	Married	Over 7 yr
id79896	0	40	Male	NA	Heterosexual	United Kingdom	College	Professional	Married	4-6 yr
id82172	0	37	Male	Over $100	Heterosexual	Arizona	Doctoral	Professional	NA	Over 7 yr
id82844	1	46	Female	$10-19	Heterosexual	Washington	Professional	Professional	Married	Under 6 mo
id82845	0	26	Female	$50-74	Heterosexual	Maryland	College	Professional	Single	1-3 yr
id86821	0	39	Male	NA	Heterosexual	New Jersey	College	Education	Married	Over 7 yr
id75756	1	28	Female	$20-29	Heterosexual	Arizona	Some College	Professional	Single	6-12 mo
id79922	0	28	Male	$50-74	NA	Pennsylvania	Masters	Computer	Other	Over 7 yr
id80819	0	29	Female	NA	Heterosexual	California	Masters	Professional	Married	1-3 yr
id86734	1	58	Male	$75-99	Heterosexual	Oregon	Special	Other	Married	6-12 mo
id86872	0	27	Male	Over $100	Heterosexual	Georgia	Some College	Computer	Married	Over 7 yr
id79729	1	15	Female	NA	NA	Arkansas	Grammar	Education	Single	6-12 mo
id82875	0	25	Male	$10-19	Heterosexual	Louisiana	Masters	Education	Single	4-6 yr
id86611	1	29	Male	$75-99	Heterosexual	Illinois	College	Other	Single	6-12 mo
id75049	0	16	Male	$75-99	Bisexual	Connecticut	Grammar	Education	Single	1-3 yr
id86927	1	50	Female	$50-74	Heterosexual	Michigan	Some College	Other	Married	Under 6 mo
id5882	0	25	Male	$20-29	Heterosexual	New York	College	Other	Other	4-6 yr
id75056	1	36	Female	$50-74	Heterosexual	Wisconsin	College	Education	Married	Under 6 mo
id82885	0	42	Male	$50-74	Heterosexual	New Jersey	College	Professional	Married	1-3 yr
id77829	1	58	Male	Over $100	Heterosexual	Texas	Professional	Professional	Married	Under 6 mo
id85972	0	56	Male	NA	Heterosexual	Washington	Masters	Professional	Married	4-6 yr
id82920	1	24	Female	$10-19	Heterosexual	Florida	Other	Other	Single	6-12 mo
id74053	0	57	Male	$40-49	Heterosexual	Sweden	College	Computer	Married	Over 7 yr
id78480	1	47	Male	$20-29	Heterosexual	Texas	College	Other	Married	6-12 mo
id82929	1	27	Male	$30-39	Gay male	California	College	Computer	Single	6-12 mo
id82931	0	33	Male	NA	Heterosexual	California	Masters	Computer	Married	Over 7 yr
id70241	0	54	Male	Over $100	Heterosexual	Colorado	College	Management	Married	1-3 yr
id85544	0	26	Male	$40-49	Heterosexual	New York	College	Computer	Single	1-3 yr
id85939	0	41	Male	$75-99	Heterosexual	Louisiana	Professional	Professional	Married	1-3 yr
id83238	0	26	Male	NA	Heterosexual	California	Some College	Computer	Single	Over 7 yr
id89028	0	44	Male	$75-99	Heterosexual	Georgia	College	Computer	Other	Over 7 yr
id89890	0	29	Female	$30-39	Heterosexual	California	College	Computer	Single	1-3 yr
id78850	0	41	Female	$50-74	Heterosexual	California	Some College	Management	Divorced	1-3 yr
id78851	0	39	Female	$40-49	Bisexual	California	College	Education	Married	1-3 yr
id82988	1	75	Female	$30-39	Heterosexual	Louisiana	Doctoral	Education	Single	Under 6 mo
id73846	1	42	Female	$75-99	Heterosexual	Arkansas	High School	Management	Married	Under 6 mo
id78856	0	56	Female	$40-49	Heterosexual	Florida	College	Professional	Married	1-3 yr
id83097	0	42	Male	$75-99	Heterosexual	Pennsylvania	College	Other	Married	1-3 yr
id72658	0	25	Male	$50-74	Heterosexual	Arizona	Some College	Computer	Married	4-6 yr
id74289	0	54	Male	NA	Heterosexual	North Carolina	College	Computer	Married	1-3 yr
id81171	0	24	Male	$50-74	Heterosexual	Nebraska	Some College	Computer	Single	1-3 yr
id89031	0	27	Male	$30-39	Heterosexual	Denmark	Masters	Education	Single	1-3 yr
id82973	0	NA	Female	NA	Heterosexual	California	Some College	Education	Married	1-3 yr
id82974	0	33	Male	$75-99	Heterosexual	Spain	Masters	Computer	Married	Over 7 yr
id84805	0	33	Male	$30-39	Heterosexual	Saskatchewan	Special	Professional	Married	1-3 yr
id85218	0	22	Male	NA	NA	Pennsylvania	Some College	Education	Single	4-6 yr
id76365	0	27	Male	$20-29	Heterosexual	Minnesota	College	Professional	Single	4-6 yr
id83741	0	NA	Male	NA	NA	Massachusetts	Masters	Computer	NA	4-6 yr
id85420	0	50	Female	$75-99	Heterosexual	Michigan	Some College	Professional	Widowed	1-3 yr
id80636	0	28	Male	NA	Heterosexual	Italy	Doctoral	Professional	Single	4-6 yr
id48577	0	45	Female	$40-49	Heterosexual	Washington	College	Professional	Married	4-6 yr
id84809	0	39	Male	$30-39	Heterosexual	Virginia	Some College	Computer	Divorced	1-3 yr
id80753	0	50	Male	$50-74	Heterosexual	New Hampshire	Some College	Computer	Married	1-3 yr
id83004	0	46	Male	$50-74	Heterosexual	Pennsylvania	Some College	Other	Married	1-3 yr
id87866	0	25	Male	$20-29	Heterosexual	Arizona	Some College	Computer	Single	1-3 yr
id89032	0	37	Male	$40-49	Heterosexual	California	Some College	Education	Single	1-3 yr
id72631	0	21	Female	Under $10	Heterosexual	Texas	Some College	Education	Single	1-3 yr
id9402	0	28	Male	$50-74	Heterosexual	California	Some College	Education	Single	4-6 yr
id71905	1	12	Female	NA	Heterosexual	Washington	Other	Education	Single	Under 6 mo
id83791	0	47	Female	$50-74	Heterosexual	Iowa	College	Professional	Married	1-3 yr
id89033	1	30	Female	$40-49	Heterosexual	Spain	Masters	Professional	Single	6-12 mo
id83092	1	55	Female	NA	Heterosexual	Nebraska	High School	Other	Married	Under 6 mo
id87987	0	40	Male	$30-39	Bisexual	Washington	Some College	Other	Other	1-3 yr
id83095	0	22	Female	Under $10	Heterosexual	Quebec	College	Education	Single	1-3 yr
id85733	0	24	Male	NA	Heterosexual	Norway	Some College	Education	Single	1-3 yr
id81018	0	NA	Male	NA	NA	Massachusetts	Masters	Education	NA	Over 7 yr
id89593	0	52	Male	Over $100	Heterosexual	California	Masters	Management	Married	1-3 yr
id83291	0	23	Female	$50-74	Bisexual	California	College	Computer	Single	1-3 yr
id85422	0	36	Male	$75-99	Heterosexual	Massachusetts	Some College	Education	Divorced	1-3 yr
id88090	0	20	Female	$50-74	Bisexual	Canada & Mexico	High School	Education	Single	1-3 yr
id83293	0	49	Female	Over $100	Heterosexual	Illinois	Masters	Education	Married	Over 7 yr
id83294	1	37	Female	$40-49	Heterosexual	Texas	Some College	Professional	Married	Under 6 mo
id83303	1	28	Male	Over $100	Heterosexual	New York	Some College	Other	Other	6-12 mo
id85302	0	34	Female	$40-49	Heterosexual	Ontario	College	Professional	Married	1-3 yr
id78149	0	22	Female	$30-39	Heterosexual	Florida	College	Computer	Single	1-3 yr
id82808	0	39	Female	$10-19	Heterosexual	Alabama	High School	Professional	Divorced	1-3 yr
id83120	0	56	Male	Over $100	Heterosexual	Illinois	College	Computer	Married	1-3 yr
id83312	0	21	Male	NA	NA	United Kingdom	Some College	Education	Single	1-3 yr
id83319	1	33	Male	$50-74	Heterosexual	Kentucky	Some College	Other	Married	Under 6 mo
id65009	0	21	Female	Under $10	Heterosexual	Oklahoma	Some College	Education	Other	1-3 yr
id83348	1	55	Female	NA	Heterosexual	Alaska	Masters	Education	Divorced	6-12 mo
id83392	0	25	Male	$40-49	Heterosexual	Massachusetts	College	Professional	Single	1-3 yr
id82809	0	24	Female	$20-29	Heterosexual	Mississippi	Masters	Professional	Single	1-3 yr
id4793	0	30	Male	$30-39	Heterosexual	Quebec	College	Computer	Married	Over 7 yr
id65045	1	39	Female	$40-49	Heterosexual	Florida	Some College	Other	Married	6-12 mo
id83382	0	26	Female	$30-39	Heterosexual	New York	College	Other	Single	4-6 yr
id67464	0	35	Male	$75-99	Heterosexual	Pennsylvania	College	Computer	Married	Over 7 yr
id87423	0	28	Male	$40-49	Heterosexual	United Kingdom	College	Professional	Single	4-6 yr
id89034	0	43	Male	$50-74	Heterosexual	Texas	Some College	Other	Married	4-6 yr
id83130	1	54	Female	$20-29	Heterosexual	Alaska	Some College	Other	Married	Under 6 mo
id87504	0	32	Male	$20-29	Gay male	Kansas	Some College	Other	Single	1-3 yr
id89035	0	19	Male	Over $100	Heterosexual	Washington	Some College	Education	Single	4-6 yr
id73848	1	59	Male	$40-49	Heterosexual	Ohio	College	Professional	Married	6-12 mo
id79701	0	44	Male	$75-99	Heterosexual	California	Masters	Education	Married	4-6 yr
id80002	0	25	Female	$50-74	Bisexual	California	College	Computer	Single	4-6 yr
id82813	1	49	Male	$50-74	Heterosexual	Australia	College	Professional	Other	Under 6 mo
id82814	0	26	Male	$30-39	Heterosexual	California	Some College	Education	Single	1-3 yr
id83133	0	50	Male	Over $100	Heterosexual	Nebraska	College	Other	Married	4-6 yr
id83215	0	25	Male	Under $10	Heterosexual	New York	Special	Computer	Married	1-3 yr
id87505	0	29	Male	Over $100	NA	Washington	Some College	Computer	Married	Over 7 yr
id83405	0	44	Male	$40-49	Heterosexual	Ontario	Doctoral	Professional	Married	1-3 yr
id87360	0	57	Male	$75-99	Heterosexual	California	College	Professional	Married	1-3 yr
id89036	1	17	Male	NA	na	United Kingdom	High School	Education	Single	Under 6 mo
id80818	0	67	Male	$20-29	Heterosexual	Virginia	College	Other	Married	1-3 yr
id83222	0	69	Male	Over $100	Heterosexual	Florida	Professional	Professional	Married	1-3 yr
id89060	0	37	Male	$40-49	Gay male	Washington D.C.	Special	Computer	Single	1-3 yr
id75975	0	NA	Female	$75-99	Heterosexual	Virginia	College	Professional	Divorced	1-3 yr
id77602	0	66	Male	$40-49	Heterosexual	Maryland	Some College	Professional	Married	1-3 yr
id83529	0	16	Male	$75-99	Heterosexual	New York	High School	Education	Single	1-3 yr
id83420	0	48	Female	NA	Heterosexual	Arizona	Some College	Other	Married	1-3 yr
id65696	0	40	Female	$75-99	Heterosexual	Pennsylvania	Some College	Computer	Married	Over 7 yr
id86939	0	48	Female	$40-49	Heterosexual	Florida	College	Professional	Divorced	4-6 yr
id75033	0	30	Female	$30-39	Heterosexual	Texas	Some College	Management	Married	1-3 yr
id79348	0	37	Female	$40-49	Heterosexual	New York	Some College	Computer	Married	1-3 yr
id83162	0	75	Male	$30-39	Heterosexual	Minnesota	College	Professional	Married	1-3 yr
id1519	0	57	Female	$20-29	Heterosexual	California	Masters	Education	Separated	1-3 yr
id83423	0	40	Male	$30-39	Gay male	Arizona	Some College	Computer	Single	1-3 yr
id83424	0	19	Male	$75-99	Heterosexual	Pennsylvania	Some College	Education	Single	Over 7 yr
id83174	0	26	Male	$20-29	Heterosexual	Finland	Masters	Computer	Single	Over 7 yr
id81650	1	16	Male	NA	Heterosexual	Georgia	High School	Education	NA	Under 6 mo
id83470	0	44	Male	$50-74	Heterosexual	United Kingdom	High School	Computer	Married	1-3 yr
id83501	1	40	Female	$30-39	Heterosexual	Georgia	Masters	Education	Single	Under 6 mo
id83502	0	53	Male	$30-39	Bisexual	Texas	Masters	Management	Widowed	1-3 yr
id2284	1	18	Male	NA	Heterosexual	Michigan	Some College	Education	Single	6-12 mo
id80521	0	49	Female	$50-74	Heterosexual	Indiana	Masters	Professional	Married	1-3 yr
id83199	0	53	Male	NA	Heterosexual	Arizona	Doctoral	Professional	Married	1-3 yr
id83200	0	36	Male	$75-99	Heterosexual	New York	Some College	Management	Married	1-3 yr
id83217	0	44	Male	$50-74	Heterosexual	Australia	Some College	Management	Married	4-6 yr
id83218	0	16	Male	$20-29	Heterosexual	Quebec	High School	Education	Single	1-3 yr
id83484	1	22	Male	Under $10	Heterosexual	Michigan	Some College	Education	Single	Under 6 mo
id83487	0	43	Male	NA	Heterosexual	Ohio	Some College	Professional	Married	1-3 yr
id89654	1	41	Male	$75-99	Heterosexual	Ontario	Some College	Management	Married	6-12 mo
id78878	0	40	Male	$20-29	Heterosexual	New York	High School	Other	Single	4-6 yr
id84817	0	57	Male	$75-99	Heterosexual	Spain	Doctoral	Professional	Married	1-3 yr
id74631	0	21	Female	Under $10	Heterosexual	Wisconsin	High School	Other	Single	1-3 yr
id76810	0	21	Male	$40-49	Heterosexual	Idaho	Some College	Computer	Single	4-6 yr
id84399	0	31	Male	$50-74	Heterosexual	Florida	College	Professional	Single	1-3 yr
id85429	1	32	Male	$20-29	Heterosexual	Washington	Some College	Other	Other	6-12 mo
id75274	0	23	Female	$20-29	Heterosexual	Yukon	College	Management	Single	1-3 yr
id89696	0	36	Male	$30-39	Heterosexual	Oregon	High School	Computer	Other	4-6 yr
id82817	0	20	Female	$50-74	Heterosexual	Massachusetts	Some College	Education	Single	1-3 yr
id89040	0	17	Male	NA	Heterosexual	New Jersey	High School	Education	Single	4-6 yr
id89888	0	19	Male	Under $10	Heterosexual	Pakistan	College	Education	Single	1-3 yr
id85250	0	37	Female	$75-99	Heterosexual	Illinois	College	Professional	Married	1-3 yr
id86304	0	26	Male	$30-39	Heterosexual	Illinois	Masters	Computer	Single	Over 7 yr
id88066	0	62	Male	$30-39	NA	Sweden	Masters	Education	Married	1-3 yr
id83809	0	27	Female	$40-49	Heterosexual	California	Some College	Professional	Divorced	1-3 yr
id72775	0	40	Male	$40-49	Heterosexual	Massachusetts	Masters	Professional	Married	1-3 yr
id74891	1	22	Female	$10-19	Heterosexual	Tennessee	Some College	Education	Single	6-12 mo
id80780	0	26	Female	$40-49	Heterosexual	Missouri	College	Professional	Married	1-3 yr
id83525	1	33	Male	$30-39	NA	United Kingdom	Other	Professional	Single	Under 6 mo
id83533	0	29	Male	$10-19	Heterosexual	Tennessee	College	Computer	Single	1-3 yr
id83534	0	24	Male	$40-49	Heterosexual	Texas	College	Computer	Single	4-6 yr
id83542	1	20	Female	$10-19	Bisexual	Michigan	Some College	Professional	Single	Under 6 mo
id83548	0	36	Female	$30-39	Heterosexual	Canada & Mexico	High School	Computer	Married	1-3 yr
id83557	1	32	Male	$20-29	Heterosexual	Pennsylvania	Some College	Management	Other	6-12 mo
id71870	0	55	Male	$30-39	Gay male	Michigan	Some College	Management	Divorced	4-6 yr
id74851	0	38	Male	$50-74	Gay male	Oregon	Some College	Management	Other	1-3 yr
id83582	0	20	Male	Over $100	Heterosexual	Maryland	Some College	Computer	Single	Over 7 yr
id83592	0	32	Male	$40-49	Heterosexual	Illinois	Some College	Computer	Married	4-6 yr
id88128	1	28	Female	NA	Heterosexual	British Columbia	Special	Other	Married	Under 6 mo
id87609	1	25	Female	$30-39	Heterosexual	Australia	Some College	Other	Married	6-12 mo
id83606	0	19	Male	NA	Heterosexual	New York	High School	Education	Single	4-6 yr
id78772	1	33	Female	$20-29	Heterosexual	Australia	High School	Computer	Widowed	6-12 mo
id83609	1	19	Female	NA	Heterosexual	Ohio	Some College	Education	Single	6-12 mo
id83615	1	38	Female	NA	Heterosexual	Texas	Masters	Management	Married	Under 6 mo
id84069	0	22	Female	$10-19	Bisexual	Washington	Some College	Computer	Single	4-6 yr
id87819	1	20	Male	NA	Heterosexual	California	Some College	Education	Single	Under 6 mo
id71874	1	17	Female	Under $10	Heterosexual	Utah	Other	Education	Single	Under 6 mo
id79279	0	30	Male	$30-39	Heterosexual	Minnesota	Professional	Computer	Single	1-3 yr
id83614	0	39	Male	$50-74	Heterosexual	Florida	Some College	Professional	Married	Over 7 yr
id73847	0	48	Male	$50-74	Gay male	California	Some College	Professional	Widowed	1-3 yr
